brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
Dell,Business,Ryzen 7,8,DDR5,256GB,Yes,1TB,AMD,6GB,15.6,Windows 11,60,1.4,97264
Apple,Home,Apple M1,12,Unified,2TB,Yes,1TB,Integrated,,14.0,macOS,80,1.6,144024
Apple,Gaming,Apple M1,8,Unified,2TB,Yes,1TB,AMD,4GB,16.0,macOS,55,2.6,166821
Lenovo,Home,Intel i3,4,DDR5,512GB,Yes,2TB,AMD,8GB,16.0,Windows 11,60,2.6,76977
MSI,Business,Ryzen 3,12,DDR5,2TB,Yes,512GB,Integrated,,14.0,Windows 10,70,1.4,89086
HP,Gaming,Intel i5,4,DDR5,1TB,Yes,1TB,AMD,8GB,16.0,Windows 11,45,2.0,104382
Apple,Home,Apple M1,4,Unified,2TB,Yes,2TB,Integrated,,13.0,macOS,70,2.6,132027
MSI,Gaming,Intel i5,8,DDR5,2TB,Yes,256GB,Nvidia,4GB,16.0,Windows 11,50,1.2,116646
Apple,Home,Apple M1,4,Unified,2TB,Yes,1TB,Integrated,,16.0,macOS,60,1.8,129410
Apple,Gaming,Apple M2,4,Unified,256GB,Yes,2TB,Nvidia,6GB,15.6,macOS,80,2.0,167960
HP,Business,Intel i3,16,DDR4,256GB,Yes,512GB,Nvidia,4GB,14.0,Windows 11,80,2.3,97983
HP,Home,Ryzen 5,12,DDR3,256GB,Yes,2TB,Nvidia,2GB,15.6,Windows 10,80,1.6,89608
HP,Gaming,Ryzen 5,8,DDR3,256GB,Yes,1TB,Integrated,,13.0,Windows 10,50,1.8,74802
Asus,Gaming,Ryzen 7,4,DDR5,1TB,Yes,256GB,Nvidia,8GB,15.6,Windows 11,70,2.6,124637
Apple,Gaming,Apple M1,8,Unified,512GB,Yes,2TB,AMD,4GB,14.0,macOS,80,2.3,152710
Samsung,Gaming,Ryzen 5,4,DDR5,2TB,Yes,1TB,Nvidia,8GB,16.0,Windows 10,50,1.2,121823
Asus,Business,Ryzen 5,12,DDR5,2TB,Yes,2TB,AMD,8GB,15.6,Windows 10,55,2.6,120245
Asus,Home,Ryzen 5,4,DDR3,256GB,Yes,512GB,Integrated,,14.0,Windows 11,55,1.6,55763
Dell,Home,Ryzen 7,4,DDR5,2TB,Yes,1TB,Integrated,,14.0,Windows 10,45,1.4,84321
Apple,Gaming,Apple M2,12,Unified,512GB,Yes,1TB,Nvidia,4GB,16.0,macOS,80,2.3,176205
Dell,Home,Intel i3,12,DDR3,256GB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,60,1.8,82597
MSI,Business,Intel i5,16,DDR4,256GB,Yes,1TB,Integrated,,15.6,Windows 11,50,2.3,78467
Samsung,Student,Ryzen 7,4,DDR4,2TB,Yes,512GB,Integrated,,16.0,Windows 11,80,2.0,87128
Apple,Home,Apple M2,12,Unified,2TB,Yes,512GB,AMD,8GB,16.0,macOS,50,1.8,180159
MSI,Gaming,Ryzen 5,4,DDR5,256GB,Yes,256GB,Integrated,,16.0,Windows 10,70,1.4,67957
Lenovo,Business,Intel i5,12,DDR5,256GB,Yes,2TB,AMD,2GB,14.0,Windows 11,50,1.4,86602
HP,Home,Ryzen 5,24,DDR3,512GB,Yes,1TB,AMD,6GB,15.6,Windows 10,80,2.3,109867
Acer,Student,Ryzen 3,24,DDR4,2TB,Yes,512GB,Integrated,,16.0,Windows 10,80,2.3,101620
Apple,Home,Apple M2,12,Unified,256GB,Yes,2TB,AMD,8GB,15.6,macOS,50,2.6,159047
Samsung,Home,Intel i5,24,DDR4,512GB,Yes,2TB,Integrated,,14.0,Windows 11,55,2.3,89956
Dell,Home,Ryzen 5,16,DDR5,256GB,Yes,512GB,AMD,2GB,14.0,Windows 11,45,1.4,87324
Dell,Student,Ryzen 7,16,DDR4,2TB,Yes,512GB,Nvidia,8GB,14.0,Windows 10,50,2.3,135659
Asus,Gaming,Intel i5,8,DDR4,1TB,Yes,2TB,AMD,4GB,15.6,Windows 11,45,2.3,100813
Lenovo,Student,Ryzen 7,4,DDR3,1TB,Yes,256GB,AMD,2GB,14.0,Windows 10,70,2.6,92322
Asus,Gaming,Intel i7,16,DDR5,2TB,Yes,2TB,AMD,2GB,14.0,Windows 11,45,1.8,130388
Acer,Home,Ryzen 5,12,DDR4,256GB,Yes,2TB,Nvidia,6GB,13.0,Windows 10,55,2.3,96349
Asus,Business,Ryzen 3,12,DDR5,1TB,Yes,512GB,Integrated,,15.6,Windows 10,70,2.3,78494
MSI,Gaming,Ryzen 5,24,DDR3,1TB,Yes,2TB,AMD,6GB,14.0,Windows 11,80,1.6,129446
Asus,Home,Ryzen 3,24,DDR3,2TB,Yes,2TB,Integrated,,15.6,Windows 11,60,2.6,101969
MSI,Home,Intel i5,24,DDR4,512GB,Yes,256GB,AMD,4GB,16.0,Windows 10,50,1.6,104204
Acer,Student,Intel i7,4,DDR3,2TB,Yes,512GB,Integrated,,16.0,Windows 10,60,1.8,83216
Dell,Business,Ryzen 3,8,DDR5,256GB,No,,Integrated,,13.0,Windows 11,60,1.4,58452
HP,Business,Ryzen 3,16,DDR4,1TB,Yes,256GB,AMD,8GB,14.0,Windows 10,50,2.0,112930
Asus,Business,Ryzen 3,4,DDR5,512GB,Yes,1TB,AMD,6GB,15.6,Windows 11,55,1.2,82560
Lenovo,Home,Ryzen 5,12,DDR4,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 11,45,2.3,93222
Lenovo,Gaming,Ryzen 5,16,DDR4,256GB,Yes,512GB,Nvidia,4GB,15.6,Windows 10,45,1.2,113432
Apple,Student,Apple M2,8,Unified,2TB,Yes,256GB,Integrated,,15.6,macOS,60,1.2,151887
HP,Student,Intel i5,4,DDR5,2TB,Yes,512GB,Integrated,,14.0,Windows 11,60,2.6,72536
HP,Student,Intel i7,4,DDR3,1TB,Yes,2TB,Integrated,,14.0,Windows 11,60,1.6,72410
Apple,Student,Apple M2,24,Unified,1TB,Yes,2TB,AMD,8GB,13.0,macOS,60,2.3,191434
HP,Business,Intel i7,24,DDR3,2TB,Yes,1TB,Nvidia,4GB,14.0,Windows 10,45,1.8,147246
Apple,Student,Apple M2,12,Unified,2TB,Yes,2TB,Nvidia,8GB,13.0,macOS,60,1.2,190267
MSI,Student,Ryzen 5,24,DDR4,1TB,Yes,1TB,Nvidia,4GB,14.0,Windows 10,60,2.3,118991
Acer,Home,Intel i3,12,DDR4,512GB,Yes,256GB,Nvidia,6GB,16.0,Windows 11,50,1.8,90284
Asus,Home,Intel i7,24,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 10,45,1.8,100890
Acer,Business,Intel i3,16,DDR5,1TB,Yes,512GB,Nvidia,4GB,16.0,Windows 11,55,1.6,108689
Dell,Gaming,Ryzen 7,4,DDR3,1TB,Yes,512GB,Integrated,,15.6,Windows 10,70,1.6,92734
Lenovo,Gaming,Ryzen 7,16,DDR4,2TB,Yes,1TB,AMD,8GB,13.0,Windows 10,45,2.0,142174
HP,Gaming,Ryzen 5,4,DDR3,256GB,Yes,512GB,Nvidia,8GB,16.0,Windows 10,45,1.8,103593
HP,Business,Intel i7,24,DDR5,256GB,Yes,512GB,Nvidia,8GB,16.0,Windows 11,55,1.2,131210
Acer,Gaming,Intel i7,8,DDR3,512GB,Yes,256GB,Integrated,,14.0,Windows 10,55,1.4,89739
MSI,Gaming,Ryzen 3,16,DDR5,2TB,Yes,256GB,Integrated,,15.6,Windows 10,50,2.0,100555
Dell,Home,Intel i3,4,DDR4,256GB,Yes,1TB,Integrated,,13.0,Windows 10,70,1.4,46424
Samsung,Student,Ryzen 5,12,DDR4,256GB,Yes,512GB,Integrated,,14.0,Windows 10,50,1.4,64944
MSI,Gaming,Intel i7,8,DDR4,256GB,Yes,1TB,Integrated,,13.0,Windows 11,80,1.4,85707
MSI,Home,Intel i7,12,DDR4,2TB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,80,2.6,118578
Lenovo,Business,Ryzen 5,8,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 11,55,1.6,81370
HP,Home,Intel i5,24,DDR5,256GB,Yes,1TB,Integrated,,14.0,Windows 10,55,2.0,83992
Dell,Home,Intel i3,12,DDR4,2TB,Yes,1TB,Nvidia,6GB,13.0,Windows 11,55,1.6,105210
Asus,Home,Intel i5,8,DDR5,2TB,Yes,2TB,Integrated,,16.0,Windows 10,45,2.6,80359
Lenovo,Home,Intel i5,4,DDR3,1TB,Yes,2TB,AMD,6GB,14.0,Windows 10,45,1.2,83495
Acer,Business,Intel i7,12,DDR3,1TB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,70,1.2,119270
MSI,Student,Intel i7,4,DDR4,256GB,Yes,2TB,AMD,4GB,14.0,Windows 10,80,2.6,83280
Samsung,Home,Ryzen 3,12,DDR4,2TB,Yes,512GB,Integrated,,14.0,Windows 10,70,2.3,82716
MSI,Home,Ryzen 3,8,DDR5,256GB,Yes,2TB,Integrated,,15.6,Windows 11,70,1.4,56715
HP,Business,Ryzen 3,8,DDR4,512GB,Yes,512GB,AMD,8GB,15.6,Windows 10,50,2.0,89918
Lenovo,Business,Intel i5,4,DDR4,2TB,Yes,512GB,Integrated,,14.0,Windows 10,60,1.4,84571
Lenovo,Gaming,Intel i3,16,DDR4,1TB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,70,1.2,112933
MSI,Student,Intel i3,8,DDR5,256GB,Yes,2TB,Integrated,,13.0,Windows 11,45,2.3,50160
Acer,Student,Intel i5,12,DDR3,256GB,Yes,256GB,Nvidia,4GB,15.6,Windows 10,45,2.3,90750
Samsung,Home,Intel i3,24,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 11,50,1.4,87879
Lenovo,Business,Ryzen 3,12,DDR5,2TB,Yes,2TB,Nvidia,6GB,15.6,Windows 11,50,2.0,113436
Apple,Business,Apple M2,4,Unified,256GB,Yes,512GB,Nvidia,4GB,16.0,macOS,60,1.6,155995
Acer,Gaming,Intel i5,16,DDR3,2TB,Yes,1TB,Integrated,,13.0,Windows 10,55,2.0,109485
Apple,Home,Apple M2,8,Unified,256GB,Yes,512GB,AMD,8GB,16.0,macOS,60,2.0,154805
Asus,Gaming,Intel i7,24,DDR4,512GB,Yes,512GB,Integrated,,14.0,Windows 10,45,1.8,112768
MSI,Gaming,Intel i5,12,DDR3,2TB,No,,AMD,4GB,13.0,Windows 11,80,1.8,114623
MSI,Gaming,Ryzen 3,12,DDR4,2TB,Yes,256GB,Integrated,,16.0,Windows 11,50,2.3,93233
Dell,Business,Ryzen 5,4,DDR5,1TB,Yes,1TB,AMD,4GB,14.0,Windows 11,60,2.0,90829
Samsung,Home,Ryzen 5,12,DDR4,256GB,Yes,256GB,Integrated,,15.6,Windows 10,55,1.6,64793
HP,Business,Intel i7,24,DDR5,2TB,Yes,2TB,Nvidia,2GB,15.6,Windows 10,70,2.0,143982
HP,Home,Ryzen 3,24,DDR5,2TB,Yes,2TB,Nvidia,2GB,14.0,Windows 10,60,2.0,117751
Asus,Student,Ryzen 3,12,DDR5,512GB,Yes,256GB,Integrated,,13.0,Windows 10,45,1.8,66119
Apple,Business,Apple M1,12,Unified,1TB,Yes,512GB,Nvidia,4GB,13.0,macOS,70,2.6,161436
Apple,Home,Apple M1,8,Unified,512GB,Yes,256GB,Integrated,,16.0,macOS,50,1.4,118786
Apple,Student,Apple M1,4,Unified,512GB,Yes,256GB,Nvidia,4GB,15.6,macOS,70,2.0,137617
HP,Student,Ryzen 3,4,DDR3,2TB,Yes,256GB,Nvidia,6GB,16.0,Windows 11,50,2.6,93546
Asus,Business,Ryzen 7,4,DDR3,2TB,Yes,512GB,Integrated,,15.6,Windows 11,55,1.6,92962
Dell,Home,Ryzen 5,4,DDR3,512GB,Yes,2TB,Integrated,,16.0,Windows 10,50,1.6,56846
Dell,Student,Ryzen 7,12,DDR4,256GB,Yes,2TB,Integrated,,16.0,Windows 10,45,2.3,78559
Samsung,Gaming,Ryzen 7,16,DDR3,256GB,Yes,1TB,Nvidia,4GB,15.6,Windows 11,70,2.3,118068
Apple,Gaming,Apple M1,16,Unified,1TB,Yes,1TB,AMD,6GB,15.6,macOS,70,1.6,171443
Lenovo,Gaming,Intel i5,16,DDR5,2TB,Yes,512GB,Integrated,,13.0,Windows 11,60,2.6,108553
Apple,Gaming,Apple M2,8,Unified,2TB,Yes,1TB,Integrated,,15.6,macOS,55,1.2,168834
HP,Business,Ryzen 3,8,DDR4,256GB,Yes,256GB,Nvidia,4GB,13.0,Windows 11,60,1.4,86929
Acer,Student,Intel i5,4,DDR3,1TB,Yes,2TB,Nvidia,6GB,15.6,Windows 11,50,2.6,90876
Apple,Gaming,Apple M2,8,Unified,1TB,Yes,2TB,Integrated,,15.6,macOS,70,1.8,157261
Dell,Gaming,Intel i5,12,DDR3,256GB,Yes,512GB,Integrated,,16.0,Windows 11,55,2.3,81240
HP,Gaming,Intel i5,4,DDR4,512GB,No,,Nvidia,6GB,16.0,Windows 11,80,2.3,97022
MSI,Gaming,Intel i5,8,DDR3,256GB,Yes,1TB,Integrated,,14.0,Windows 10,50,2.3,74303
Lenovo,Home,Intel i5,24,DDR5,2TB,Yes,1TB,Integrated,,14.0,Windows 10,55,2.6,102269
HP,Gaming,Intel i3,16,DDR5,512GB,Yes,2TB,Integrated,,15.6,Windows 11,80,2.6,82546
Samsung,Student,Ryzen 5,24,DDR5,1TB,Yes,2TB,AMD,6GB,13.0,Windows 11,50,2.3,119269
Acer,Student,Intel i7,8,DDR3,2TB,Yes,512GB,AMD,6GB,15.6,Windows 11,50,2.0,110712
Asus,Business,Intel i3,16,DDR4,512GB,Yes,1TB,Integrated,,13.0,Windows 11,70,1.2,73797
MSI,Student,Ryzen 7,24,DDR4,512GB,Yes,2TB,AMD,6GB,15.6,Windows 10,80,2.0,117932
Asus,Student,Intel i3,12,DDR4,2TB,Yes,256GB,Nvidia,8GB,16.0,Windows 11,80,2.3,114312
Acer,Home,Ryzen 3,12,DDR3,256GB,Yes,512GB,Integrated,,15.6,Windows 11,60,1.4,61630
Dell,Gaming,Intel i7,12,DDR4,256GB,Yes,512GB,Integrated,,14.0,Windows 11,45,2.0,90452
Apple,Business,Apple M1,12,Unified,2TB,Yes,1TB,AMD,8GB,13.0,macOS,50,1.6,176624
Dell,Gaming,Intel i7,12,DDR3,2TB,Yes,2TB,AMD,4GB,14.0,Windows 11,55,2.3,127351
Asus,Student,Ryzen 7,8,DDR4,1TB,Yes,512GB,AMD,4GB,13.0,Windows 10,80,1.2,101749
Samsung,Business,Ryzen 3,16,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 11,60,1.2,95357
Asus,Home,Ryzen 3,4,DDR4,512GB,Yes,2TB,Nvidia,2GB,16.0,Windows 11,80,1.2,74845
Asus,Student,Intel i5,4,DDR4,1TB,Yes,256GB,AMD,6GB,15.6,Windows 11,80,2.6,83994
Asus,Business,Intel i7,4,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 10,55,1.2,80374
Lenovo,Student,Ryzen 5,16,DDR5,256GB,Yes,256GB,Nvidia,6GB,16.0,Windows 10,80,1.6,98833
Asus,Home,Intel i3,24,DDR4,512GB,Yes,256GB,Nvidia,2GB,14.0,Windows 10,70,2.3,100939
Acer,Business,Intel i5,4,DDR3,1TB,Yes,256GB,Integrated,,16.0,Windows 11,60,1.8,69432
Acer,Gaming,Ryzen 7,16,DDR5,256GB,No,,Integrated,,13.0,Windows 11,60,1.6,92226
Lenovo,Gaming,Intel i7,24,DDR5,2TB,Yes,256GB,AMD,8GB,15.6,Windows 11,70,2.3,155313
Asus,Gaming,Intel i3,12,DDR3,2TB,Yes,512GB,Nvidia,2GB,16.0,Windows 10,50,1.8,113173
Dell,Student,Intel i5,8,DDR4,2TB,Yes,512GB,Nvidia,8GB,13.0,Windows 11,80,1.6,113844
Asus,Business,Intel i5,12,DDR4,1TB,Yes,256GB,Nvidia,2GB,16.0,Windows 11,55,1.8,101965
Acer,Business,Ryzen 5,8,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 11,70,1.6,80537
Samsung,Business,Ryzen 3,8,DDR3,1TB,Yes,1TB,Nvidia,4GB,13.0,Windows 11,50,2.3,95200
Asus,Gaming,Intel i5,4,DDR5,512GB,Yes,2TB,Nvidia,6GB,16.0,Windows 11,80,2.6,99337
Lenovo,Gaming,Ryzen 3,24,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,70,1.8,92637
HP,Business,Intel i7,8,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 11,60,1.6,77556
Samsung,Gaming,Ryzen 7,8,DDR5,2TB,Yes,256GB,Integrated,,14.0,Windows 11,80,2.6,105151
Lenovo,Gaming,Intel i3,4,DDR3,256GB,Yes,512GB,Nvidia,6GB,16.0,Windows 11,70,2.3,87760
Apple,Home,Apple M1,8,Unified,512GB,Yes,2TB,Nvidia,4GB,16.0,macOS,80,1.8,144802
MSI,Home,Intel i3,8,DDR5,512GB,Yes,256GB,Integrated,,14.0,Windows 10,60,1.2,56341
MSI,Business,Intel i7,24,DDR5,1TB,Yes,2TB,Nvidia,2GB,13.0,Windows 10,50,2.0,130273
Lenovo,Gaming,Ryzen 3,12,DDR5,512GB,Yes,512GB,Nvidia,4GB,13.0,Windows 11,50,2.0,99113
HP,Gaming,Intel i5,16,DDR3,2TB,Yes,512GB,Nvidia,8GB,13.0,Windows 10,55,2.3,137511
Acer,Business,Ryzen 7,24,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 11,70,1.2,114137
Asus,Home,Intel i3,24,DDR5,1TB,Yes,512GB,Nvidia,4GB,14.0,Windows 11,50,1.2,113082
Apple,Student,Apple M1,8,Unified,256GB,Yes,256GB,Nvidia,2GB,13.0,macOS,60,1.4,133881
Lenovo,Gaming,Ryzen 7,16,DDR4,512GB,Yes,256GB,AMD,6GB,15.6,Windows 11,45,1.2,124169
Dell,Student,Intel i7,12,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 11,45,2.6,81062
MSI,Student,Ryzen 3,8,DDR3,512GB,Yes,512GB,Integrated,,13.0,Windows 11,55,1.8,55561
Asus,Home,Intel i7,24,DDR5,2TB,Yes,512GB,Nvidia,4GB,15.6,Windows 10,45,1.2,140484
Lenovo,Student,Intel i5,12,DDR3,2TB,Yes,256GB,Nvidia,4GB,16.0,Windows 11,70,1.6,109306
Asus,Business,Ryzen 3,24,DDR5,2TB,Yes,2TB,Nvidia,8GB,14.0,Windows 11,70,1.8,136026
HP,Student,Intel i5,24,DDR4,256GB,Yes,256GB,AMD,6GB,13.0,Windows 11,45,2.3,102238
Lenovo,Student,Ryzen 5,4,DDR3,2TB,Yes,256GB,AMD,4GB,15.6,Windows 10,45,1.6,91245
HP,Home,Intel i7,12,DDR3,1TB,Yes,256GB,Integrated,,13.0,Windows 11,70,1.6,89269
MSI,Home,Ryzen 3,8,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,70,2.6,54604
Apple,Student,Apple M1,16,Unified,512GB,Yes,1TB,Integrated,,14.0,macOS,50,2.3,129573
MSI,Home,Intel i5,8,DDR3,2TB,Yes,256GB,Integrated,,14.0,Windows 10,50,1.6,82445
Lenovo,Gaming,Intel i7,8,DDR4,2TB,Yes,256GB,Nvidia,6GB,16.0,Windows 10,45,2.0,134348
Dell,Gaming,Ryzen 5,12,DDR3,256GB,Yes,1TB,Integrated,,15.6,Windows 11,50,2.6,84843
Acer,Home,Ryzen 7,12,DDR4,1TB,Yes,1TB,AMD,6GB,14.0,Windows 10,50,1.4,106462
Acer,Home,Intel i5,12,DDR5,256GB,Yes,1TB,AMD,6GB,14.0,Windows 10,55,1.2,87521
Lenovo,Gaming,Intel i7,24,DDR5,1TB,Yes,1TB,Nvidia,8GB,14.0,Windows 10,50,1.4,149550
Lenovo,Gaming,Ryzen 7,12,DDR5,1TB,Yes,1TB,Nvidia,2GB,14.0,Windows 11,50,1.2,125230
HP,Student,Intel i5,24,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 11,80,1.6,88245
MSI,Home,Ryzen 5,12,DDR5,256GB,Yes,256GB,AMD,2GB,13.0,Windows 10,80,1.6,78332
Apple,Gaming,Apple M2,4,Unified,256GB,Yes,2TB,Nvidia,8GB,13.0,macOS,45,2.3,168255
Dell,Home,Ryzen 3,24,DDR4,2TB,Yes,256GB,Integrated,,14.0,Windows 10,80,2.6,97974
Apple,Student,Apple M1,4,Unified,2TB,No,,Integrated,,16.0,macOS,45,2.6,124514
Lenovo,Student,Intel i3,8,DDR3,1TB,Yes,2TB,Nvidia,6GB,13.0,Windows 10,70,1.4,90815
HP,Home,Intel i5,16,DDR5,1TB,Yes,2TB,Integrated,,16.0,Windows 10,80,2.0,85918
Acer,Gaming,Intel i5,24,DDR3,256GB,Yes,512GB,Nvidia,6GB,14.0,Windows 11,45,2.3,125470
Lenovo,Student,Intel i3,8,DDR5,1TB,Yes,2TB,AMD,4GB,16.0,Windows 11,80,2.0,81408
Dell,Gaming,Intel i3,4,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 11,55,2.6,75866
Dell,Gaming,Intel i3,12,DDR3,1TB,Yes,1TB,Nvidia,4GB,16.0,Windows 11,70,1.8,107397
Acer,Gaming,Intel i5,4,DDR3,1TB,Yes,256GB,Integrated,,13.0,Windows 11,50,1.2,77414
Asus,Home,Intel i5,4,DDR3,1TB,Yes,1TB,Integrated,,16.0,Windows 10,70,2.6,65579
Lenovo,Home,Ryzen 3,24,DDR4,1TB,Yes,1TB,Integrated,,13.0,Windows 10,55,1.4,88467
Acer,Business,Intel i7,24,DDR3,512GB,Yes,512GB,AMD,2GB,16.0,Windows 11,45,1.4,119745
Asus,Student,Ryzen 7,8,DDR4,512GB,No,,Integrated,,16.0,Windows 10,50,1.6,70811
Acer,Gaming,Ryzen 5,24,DDR4,2TB,Yes,2TB,Integrated,,14.0,Windows 11,50,1.4,122303
Dell,Gaming,Intel i5,12,DDR3,1TB,Yes,512GB,AMD,6GB,13.0,Windows 11,50,1.8,112888
MSI,Student,Ryzen 5,12,DDR4,256GB,Yes,512GB,Integrated,,13.0,Windows 10,70,1.6,69306
Acer,Home,Intel i7,8,DDR4,512GB,Yes,2TB,AMD,6GB,13.0,Windows 10,70,2.0,94123
Acer,Business,Intel i3,8,DDR5,512GB,Yes,256GB,Integrated,,13.0,Windows 10,80,1.6,64351
Asus,Gaming,Intel i5,16,DDR4,512GB,Yes,512GB,AMD,4GB,15.6,Windows 11,55,1.6,110649
Samsung,Gaming,Intel i7,4,DDR4,1TB,Yes,2TB,AMD,2GB,16.0,Windows 10,55,2.0,102106
Lenovo,Gaming,Ryzen 5,12,DDR4,512GB,Yes,1TB,Nvidia,6GB,13.0,Windows 11,70,1.2,114198
Lenovo,Business,Intel i7,16,DDR5,1TB,Yes,1TB,Nvidia,4GB,15.6,Windows 11,45,1.8,123517
Dell,Gaming,Ryzen 3,12,DDR4,512GB,Yes,512GB,AMD,4GB,13.0,Windows 10,55,1.8,94998
HP,Business,Intel i3,12,DDR5,512GB,Yes,1TB,Integrated,,16.0,Windows 10,50,1.4,68963
Asus,Home,Intel i5,12,DDR4,2TB,Yes,1TB,AMD,4GB,16.0,Windows 11,60,1.8,102866
MSI,Gaming,Intel i3,24,DDR3,512GB,Yes,512GB,Nvidia,8GB,15.6,Windows 11,45,2.0,126735
Dell,Student,Ryzen 5,16,DDR4,512GB,Yes,1TB,Nvidia,4GB,13.0,Windows 11,80,1.6,99384
Lenovo,Business,Intel i5,4,DDR4,512GB,No,,Nvidia,2GB,13.0,Windows 11,50,1.8,78535
Asus,Business,Ryzen 3,8,DDR3,512GB,Yes,2TB,AMD,8GB,15.6,Windows 11,70,1.6,88548
Acer,Student,Ryzen 3,8,DDR5,256GB,Yes,1TB,Integrated,,14.0,Windows 11,60,2.3,54172
Apple,Home,Apple M2,8,Unified,2TB,Yes,1TB,Integrated,,16.0,macOS,80,1.2,151284
Dell,Home,Intel i3,24,DDR5,512GB,Yes,512GB,AMD,2GB,16.0,Windows 11,70,1.8,93675
MSI,Business,Intel i5,4,DDR3,2TB,Yes,256GB,Nvidia,4GB,16.0,Windows 10,80,2.6,106698
Apple,Business,Apple M1,12,Unified,256GB,No,,Integrated,,16.0,macOS,50,1.6,123458
Samsung,Student,Intel i3,12,DDR5,2TB,Yes,1TB,AMD,4GB,14.0,Windows 10,80,1.8,99332
Asus,Business,Ryzen 3,24,DDR5,256GB,Yes,512GB,AMD,8GB,14.0,Windows 10,80,2.6,111496
Apple,Business,Apple M2,8,Unified,2TB,Yes,1TB,Integrated,,14.0,macOS,60,1.2,155151
Apple,Student,Apple M2,4,Unified,1TB,Yes,1TB,Integrated,,14.0,macOS,70,1.4,136100
HP,Home,Intel i3,8,DDR4,512GB,Yes,2TB,AMD,8GB,16.0,Windows 11,80,2.0,85379
Samsung,Home,Ryzen 5,16,DDR4,256GB,Yes,1TB,Integrated,,14.0,Windows 10,70,2.3,70030
Lenovo,Home,Intel i5,12,DDR3,1TB,Yes,2TB,Integrated,,16.0,Windows 10,55,1.2,77874
MSI,Business,Ryzen 3,16,DDR3,1TB,No,,Nvidia,6GB,14.0,Windows 11,70,2.6,108341
Dell,Gaming,Ryzen 5,24,DDR3,1TB,Yes,256GB,Integrated,,16.0,Windows 10,70,1.2,111728
Samsung,Student,Ryzen 5,16,DDR4,1TB,Yes,512GB,Nvidia,6GB,13.0,Windows 11,80,2.3,113572
Apple,Home,Apple M2,12,Unified,2TB,Yes,512GB,Integrated,,16.0,macOS,80,1.6,155160
Samsung,Business,Ryzen 7,4,DDR4,256GB,Yes,2TB,AMD,8GB,14.0,Windows 11,80,1.2,100948
HP,Home,Intel i3,16,DDR5,2TB,Yes,256GB,Integrated,,14.0,Windows 11,45,1.2,88311
Dell,Business,Intel i7,24,DDR3,512GB,Yes,1TB,Integrated,,14.0,Windows 10,45,2.0,104546
Asus,Gaming,Intel i7,16,DDR5,512GB,Yes,256GB,Integrated,,13.0,Windows 11,50,1.6,100112
HP,Student,Intel i3,24,DDR3,2TB,Yes,1TB,Integrated,,15.6,Windows 10,45,1.8,98190
MSI,Business,Ryzen 7,12,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 10,55,2.3,96022
Lenovo,Home,Ryzen 7,4,DDR5,1TB,Yes,256GB,Integrated,,15.6,Windows 10,50,2.6,74452
MSI,Student,Ryzen 3,24,DDR5,256GB,Yes,256GB,AMD,4GB,14.0,Windows 10,60,1.2,92490
Acer,Student,Ryzen 5,4,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,60,2.3,56362
Apple,Student,Apple M1,8,Unified,256GB,Yes,2TB,Nvidia,8GB,13.0,macOS,55,1.4,149499
Apple,Student,Apple M1,24,Unified,1TB,Yes,1TB,Nvidia,8GB,13.0,macOS,50,2.0,182789
Apple,Gaming,Apple M1,24,Unified,256GB,Yes,1TB,Nvidia,6GB,14.0,macOS,50,2.3,183681
Samsung,Student,Ryzen 7,4,DDR3,1TB,Yes,512GB,Nvidia,2GB,13.0,Windows 11,80,2.6,98595
Samsung,Student,Ryzen 5,8,DDR3,512GB,Yes,2TB,AMD,4GB,15.6,Windows 11,50,1.2,79521
Acer,Business,Ryzen 7,16,DDR4,1TB,Yes,2TB,Integrated,,15.6,Windows 11,45,2.3,103145
Acer,Home,Intel i7,16,DDR3,512GB,Yes,512GB,Integrated,,14.0,Windows 11,45,2.3,87761
Apple,Gaming,Apple M2,16,Unified,2TB,No,,AMD,2GB,14.0,macOS,55,2.3,190833
Dell,Home,Intel i3,24,DDR4,1TB,Yes,2TB,Integrated,,14.0,Windows 11,55,1.2,88203
